tweets,sentiment
"kashmir is unsafe for tourists and residents
",-1
"dal lake is very dirty
",-1
"reaching sanasar was a horrible experience
",-1
"gulamrg is a dangerous place it is really overrated theres just mountains wwherever you see and naxals jumping outta it
",-1
"I don’t care what people say kashmir is filled with terrorists naxals cults its is extremely unsafe even to stay inside my own house
",-1
"kashmir lakes have become so unclean there is no difference between lakes and sewages now
",-1
"kaziranga simply amazing best national park I have been to 
",1
"Kaziranga National Park  one of the most amazing places to be in North East India
",1
"kaziranga national park the wildlife destination of North East A must visit and absolutely amazing landscapes full of majestic  One horn Rhino
",1
"The roadworld from furkating to kaziranga national park amazing rural indian village life view
",1
"come to Kaziranga National Park of Assam. you will get amazing experience
",1
"Beautiful Majuli Assam is awesome
",1
"Just a small suggestion whenever you plan a trip to north east part of India. Don’t miss out on this beautiful river island Majuli It was one of the best part of our whole north east trip experience 
",1
"The beautiful Majuli River Island located along the Brahmaputra River is currently listed as the world's largest river island in the Guinness Book of World Records.
",1
"Majuli island beautiful destination to visit. 
",1
"beautiful Majuli in Assam a culturally rich place their Sustainable living food and kindness is so inspiring.
",1
"Heavenly Kaziranga National Park Tiger Reserve
",1
"Missing Gangtok so badly Beautiful place with beautiful people So many memories
",1
"Beautiful view of Butter Fly Bridge of Deorali Gangtok
",1
"I visited Gangtok back in 2019 December a very beautiful city
",1
"Gangtok you're beautiful at every turn.
",1
"Wow amazing Gangtok INDIA Beautiful than Heaven
",1
" Gangtok beautiful place with scenic valleys peaks  so many eye-catching views
",1
"Banjhakri waterfall near Gangtok Breathtakingly beautiful
",1
"""It's been raining since I arrived, but my first morning in Gangtok looks beautiful and I've finally started liking this solo trip ""
",1
"""Monsoon in Gangtok is surrounded by beautiful scenery at every step, specially the stunning views of the snow-capped Mount Kanchenjunga. ""
",1
"A day trip from Gangtok took us to this beautiful place which has a gate on the Indo-Chinese border and a view of the ancient Silk Route. Memories I made that day will indeed be cherished forever.
",1
"Wherever you are in Sikkim you can see the mighty Kanchenjunga. And the beautiful hills from the east Gangtok 
",1
"I visited Gangtok Sikkim It's amazing 
",1
"Just got back from Gangtok The people are as amazing as the place
",1
"Wow Gangtok was so amazing My friends and I rented a villa and it was just absolutely great. Everything went off without a hitch. And it saved us so much money as a group. I am glad we did this.
",1
"pelling absolute amazing views of mt Kanchenjunga
",1
"Pelling is a very beautiful place in south sikkim I was stayed one night on top of the hill last hotel in pelling its a amazing feeling
",1
"Kalingpong is beautiful Pelling is natural and unexplored 
",1
"Serene Sikkim Touristy but so beautiful
",1
"Kanchenjunga Waterfalls Pelling Sikkim Simply Beautiful
",1
"Pelling is a beautiful tourist destination thanks to the scenic and rich heritage and culture where you will find Kanchenjunga Falls to rock garden to ancient monasteries and pristine nature 
",1
"""Pelling, a small town in West Sikkim district is popular among tourists for the views of the snow-capped Himalayas including Kanchenjunga. ""
",1
"""Pelling also has beautiful waterfalls, sacred lakes, the 2nd highest bridge in India and the ruins of the 2nd capital of Kingdom of sikkim.""
",1
"Beautiful state. Wonderful people. Fully organic. Had a great family holiday at Gangtok & Pelling. 
",1
"Northeast India is still a very unsafe place..So many naxals
",-1
"Language is a huge barrier in Shillong. Had a very bad time
",-1
"Transportation very poor in Mizoram. No buses no trains. Had to walk for 10kms
",-1
"Do not visit interior Arunachal Pradesh it is extremly unsafe and people are hostile
",-1
"Tripura is so unclean and unhygenic. 
",-1
"Illegal immigamts from Bangaldesh attack tourists in Tripura. Dangerous for tourists 
",-1
"Feel bad for the foreign tourists facing cash crisis in Kaziranga National Park.
",-1
"""it's necessary to keep  Kaziranga National Park, a cleanest national park in the world. It's necessary to check  activities of roadside dhabas and markets which make the areas adjacent to Kaziranga National Park quite dirty.""
",-1
"majuli unsafe to travel  for every single passenger
",-1
"visited majuli last year very dirty and unhygienic
",-1
"roads connecting majuli are very bad need to be improved
",-1
"Height of bad 4G network reliancejio here in Majuli Island no signal
",-1
"poor road connection in majuli
",-1
"assam is exaclty as it is stereotyped. The locals are unfriendly and we hated the food. we had a horrible experience in a very bad place
",-1
"Most of  the Guwahati roads are unsafe and indisciplined traffic
",-1
"I visited assam last week the people are not friendly and did not treat me well I regretted my trip
",-1
"despite all the efforts to develop assam it still remains as one the most unsafe places in india tourism is getting retarted because of safety issue
",-1
" guwahati road conditions are very bad potholes all over
",-1
"local guwahati people are hostile they never help with directions and purposely don’t speak hindi not a good experience
",-1
"""Gangtok hotel  unsafe, dirty, damp and unable to reach customer center. ""
",-1
"Highway Road of Gangtok all the stinky and dirty things thrown in roads at every places.
",-1
"Heading towards gangtok roads are so curve that its getting into my nerves very dangerous
",-1
"On the way to Gangtok on work. Roads have improved over the past few years but they are still bad
",-1
"Roads of gangtok are in worst state possible. Hundreds of tourists are facing problem. 
",-1
"Gangtok roads are life threatening and immensely dangerous roads. Someone can possibly lose his life here
",-1
"""Torturous journey to Gangtok. Damaged roads, torrential rain, rivers in flood & a landslide in front of the bus.""
",-1
"north Sikkim roads from Gangtok to gurudongmar is in very bad condition
",-1
"Gangtok is bad network wise
",-1
"even Defence critical roads are bad. Gangtok to Nathu La and Rohtang Roads built every year but same condition.
",-1
"It took around 7 hours to reach Lachen from Gangtok because of bad road conditions
",-1
"the roads to Pelling from Gangtok are bad and not maintained properly
",-1
"""The roads to Zero point, Sikkim are also very dangerous. Need to be carefully maintained""
",-1
"Bad experience in Gangtok and nathula.
",-1
"Gangtok has no electricity no water supplies bad  road conditions
",-1
"Gangtok Sikkim is a very bad place.. pls don't visit it. 
",-1
"""marine drive serene,quiet and blissful place suitable for a morning walk""
",1
"mumbai is a city of dreams and wonderful tourist spots
",1
"street food is at its best at mumbai streets I love mumbai
",1
"gateway of India is  beautiful
",1
"gateway of India great hostorical monument good architecture
",1
"mumbai is arguably one of the best cities in India..i love mumbai
",1
"bollywood cinemas are famous in mumbai and mumbai gave life to many people It is city of dreams and good for bollywood stars
",1
"gateway of India monument standing beautiful in mumbai city.
",1
"mumbai hospitality is great and food is delicious
",1
"mumbai serves scrumptious food for the tourists yummy food
",1
"delicious flying vada at mumbai is a major tourist attraction
",1
"mumbaikar cutlet  yummy good food at mumbai 
",1
"beach time at mumbai enjoying my time at the city of dreams
",1
"a wonderful place to spend  quality time is gateway of India 
",1
"enjoying mumbai life
",1
"mumbai is blessed with many tourist spot best in India lovely places
",1
"beautiful evening soent at the haji dargah 
",1
"sculptured elephant caves at mumbai lovely
",1
"juhu beach refreshing and rejuvenating beautiful place
",1
"good memories at juhu beach
",1
"enjoying street foods at mumbai
",1
"juhu beach love
",1
"juhu beach serene view posting
",1
"juhu beach serene
",1
"enjoyed early morning juhu beach today 
",1
"luxury people enjoy at marine drive
",1
"this stunning view from remote island of marine drive 
",1
"night view marine drive glitters beautiful view
",1
"""yes marine drive beauty, calm and serene""
",1
" marine drive peaceful
",1
"marine drive bombay serene place calmness
",1
"my serene mornings at chowpatty
",1
"lovely chowpatty beach
",1
"one good place to visit at mumbai chowpatty
",1
"good friends and beaches for the best pair at chowpatty
",1
"sandy times from chowpatty  beach times with beautiful friends 
",1
"good view from chowpatty
",1
"lovely chowpatty beach
",1
" beautiful chowpatty
",1
"best click from beautiful chowpatty
",1
"enjoying my time at chowpatty beach 
",1
"serene view divine temple enjoy time at mumbai mahalaxmi mandir
",1
"enjoy time beautiful temple gives peace and blessings mahalaxmi
",1
